タイトル,一問一答(07. 琉球と蝦夷ヶ島)
記述,1429年に琉球を統一した中山王は誰か,尚巴志
記述,琉球王国の都の外港はどこか,那覇
記述,14世紀に京都に運ばれた北海の産物の一つは何か,サケ
記述,1457年に蜂起したアイヌの指導者は誰か,コシャマイン
記述,江戸時代に道南地域の和人居住地の支配者となった氏族は何と名乗ったか,松前氏
完答,琉球の三山を全て答えよ,山北,中山,山南
完答,琉球船が行動範囲を広げた南方の地域を答えよ,ジャワ島,スマトラ島,インドシナ半島
完答,蝦夷ヶ島の南部に進出した和人が作った居住地の中心は何か,港,館,道南十二館
選択,琉球王国を統一したのは誰か,尚巴志,コシャマイン,松前氏,安藤氏,蠣崎氏
選択,琉球王国の外港はどこか,那覇,京都,函館,札幌,大阪
選択,14世紀に京都に運ばれた北海の産物は何か,サケ,米,茶,鉄,塩
選択,1457年に蜂起したアイヌの指導者は誰か,コシャマイン,尚巴志,松前氏,安藤氏,蠣崎氏
選択,江戸時代に道南地域の和人居住地の支配者となった氏族は何と名乗ったか,松前氏,安藤氏,蠣崎氏,コシャマイン,尚巴志
選択,琉球の三山の一つはどれか,山北,山東,山西,山北中,山南東
選択,琉球船が行動範囲を広げた南方の地域はどれか,ジャワ島,北海道,津軽,京都,大阪
選択,蝦夷ヶ島の南部に進出した和人が作った居住地の中心は何か,港,山,川,村,町
選択,琉球王国はどの時代に繁栄したか,明,唐,宋,元,清
選択,琉球船が活躍した政策は何か,海禁政策,開国政策,鎖国政策,禁輸政策,自由貿易政策
